Title,Hammer_Price,Low_Estimate_price,High_Estimate_price,Signature,created_date,Medium,Auction_Lot,Auction_House,Auction_Date,sold_status,height,width
ETUDE POUR JEUNES FILLES JOUANT AU VOLANT,144000,80000,120000,Signed Lower Right,nogiven,Oil / Canvas,134,Sotheby's New York,"11/03/2005
                ",sold,33.02,24.77
TROIS PERSONNAGES DANS UN PAYSAGE,204000,120000,180000,Signed Lower Right,nogiven,Oil / Canvas,143,Sotheby's New York,"11/03/2005
                ",sold,27.94,20.65
LES ORANGERS,660000,300000,400000,Signed Lower Left,nogiven,Oil / Canvas,156,Sotheby's New York,"11/03/2005
                ",sold,44.15,28.27
PAYSAGE A CAGNES,262400,150000,200000,Signed Lower Left,nogiven,Oil / Canvas,158,Sotheby's New York,"11/03/2005
                ",sold,29.85,18.42
LE PETIT COLLEGIEN,419200,300000,500000,Signed Lower Right,1879,Oil / Canvas,159,Sotheby's New York,"11/03/2005
                ",sold,46.05,61.29
LA PETITE PEHEUSE,900800,300000,500000,Signed Lower Right,1879,Oil / Canvas,163,Sotheby's New York,"11/03/2005
                ",sold,46.05,61.29
BOUQUET DE ROSES,604000,300000,400000,Signed,nogiven,Oil / Canvas,174,Sotheby's New York,"11/03/2005
                ",sold,38.1,34.93
PAYSAGE A ESSOYES,84000,50000,70000,Signed Lower Right,nogiven,Watercolor / Paper,196,Sotheby's New York,"11/03/2005
                ",sold,24.46,13.97
MAISON SUR LA RIVE,251200,150000,200000,Stamped,1895,Oil / Canvas,211,Sotheby's New York,"11/03/2005
                ",sold,32.08,22.23
GABRIELLE A LA ROSE ,0,3500000,4500000,Signed Lower Left,nogiven,Oil / Canvas,11,Sotheby's New York,"11/02/2005
                ",sold,53.67,65.1
PORTRAIT DE JEANNE SISLEY,576000,400000,600000,Unsigned,1875,Oil / Canvas,13,Sotheby's New York,"11/02/2005
                ",sold,27.94,36.53
"TÊTE DE FEMME, LA PENSEUSE",856000,600000,800000,Stamped,nogiven,Oil / Canvas,48,Sotheby's New York,"11/02/2005
                ",sold,31.45,41.28
PORTRAIT DU COLONEL HOWARD JENKS,0,250000,350000,Signed and Dated,1865,Oil / Canvas,50,Sotheby's New York,"11/02/2005
                ",sold,60.33,74.3
LE DÉJEUNER À BERNEVAL,3376000,3000000,5000000,Stamped,1898,Oil / Canvas,55,Sotheby's New York,"11/02/2005
                ",sold,66.04,81.61
Tête de jeune femme,108000,100000,150000,Signed Lower Right,1901-02,Oil / Canvas,345,"Christie's New York, Rockefeller Center","11/02/2005
                ",sold,24.46,27.64
Femme en costume oriental,576000,300000,500000,Signed,nogiven,Oil / Canvas,369,"Christie's New York, Rockefeller Center","11/02/2005
                ",sold,26.37,35.89
Fillette au chapeau,54000,35000,45000,Signed Initials,nogiven,Oil / Canvas,371,"Christie's New York, Rockefeller Center","11/02/2005
                ",sold,12.07,11.13
Femme nue dans un intérieur,419200,200000,300000,Signed,nogiven,Oil / Canvas,388,"Christie's New York, Rockefeller Center","11/02/2005
                ",sold,24.46,40.34
JEUNE FILLE À LA CHARLOTTE,132000,80000,120000,Signed Monogram,1906,Oil / Canvas,17,Sotheby's New York,"09/13/2005
                ",sold,16.21,20.32
ÉTUDE DE TÊTES D'ENFANTS,27410,14060,21080,Unavailable,nogiven,Oil / Paper,17,"Sotheby's London, Olympia","07/12/2005
                ",sold,8.5,12.0
Etude de fruits et de nu,75240,59710,89570,Signed Initials,nogiven,Oil / Canvas,102,"Christie's London, King Street","06/22/2005
                ",sold,24.1,18.4
Paysage,18810,14930,22390,Signed Initials,nogiven,Oil / Canvas,103,"Christie's London, King Street","06/22/2005
                ",sold,13.6,9.5
Le sentier,229290,179140,238850,Signed Lower Left,nogiven,Oil / Canvas,106,"Christie's London, King Street","06/22/2005
                ",sold,25.0,33.0
Baigneuse assise,170180,104500,149280,Signed Lower Left,nogiven,Oil / Canvas,123,"Christie's London, King Street","06/22/2005
                ",sold,23.1,26.0
Tête de jeune fille en rose,429930,373200,522480,Signed,1916,Oil / Canvas,139,"Christie's London, King Street","06/22/2005
                ",sold,34.3,41.0
La leçon d'écriture,1028770,756450,1059030,Signed,1885,Oil / Canvas,53,"Christie's London, King Street","06/21/2005
                ",sold,32.0,41.3
Melon et tomates,520440,453870,605160,Signed Lower Right,1903,Oil / Canvas,55,"Christie's London, King Street","06/21/2005
                ",sold,55.0,46.0
DEUX POMMES,80950,36460,54700,Signed,nogiven,Oil / Canvas,303,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,21.0,14.5
TASSE ET FRUITS,0,72930,109390,Signed,nogiven,Oil / Canvas,304,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,14.0,17.5
NATURE MORTE AUX FIGUES,280040,145860,218780,Signed Lower Left,nogiven,Oil / Canvas,311,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,31.0,21.0
JEUNE FEMME AU BUSTE NU,484240,401100,510500,Signed,1902-03,Oil / Canvas,312,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,30.5,40.0
"BORD DE RIVIÈRE, LA BARQUE",0,72930,109390,Signed,nogiven,Oil / Canvas,320,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,20.5,20.5
PAYSAGE,0,127620,164090,Signed,nogiven,Oil / Canvas,321,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,38.5,18.0
LE CHEMIN OMBRAGÉ,0,45580,63810,Signed,nogiven,Oil / Canvas,324,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,16.0,16.0
RUE CAULAINCOURT,76570,63810,82040,Stamped,1905,Oil / Canvas,327,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,19.3,18.0
LE POIRIER,310670,109390,145860,Signed Lower Right,1880's,Oil / Canvas,331,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,38.0,46.5
PORTRAIT DE JEUNE FEMME,0,328180,455800,Signed,nogiven,Oil / Canvas,339,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,27.3,35.3
MAIN DE COCO,0,27350,36460,Stamped,nogiven,Oil / Canvas,434,"Sotheby's London, New Bond Street","06/21/2005
                ",sold,18.2,14.0
LES LAVEUSES,2986560,3660000,5490000,Signed Lower Right,1912,Oil / Canvas,18,"Sotheby's London, New Bond Street","06/20/2005
                ",sold,54.5,65.5
Enfant au biscuit,60000,30000,40000,Signed,1898,Watercolor / Paper,111,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,43.18,55.88
Paysage de Provence,251200,180000,250000,Signed Lower Left,nogiven,Oil / Canvas,201,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,38.74,30.18
Portrait de Coco,464000,400000,600000,Stamped,1903-04,Oil / Canvas,214,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,33.02,41.28
Baigneuse assise,800000,500000,700000,Signed Lower Right,1898,Oil / Canvas,217,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,33.35,32.39
Claude Renoir jouant aux constructions,374400,200000,300000,Stamped,1903-04,Oil / Canvas,221,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,21.92,25.73
Motif en plâtre,352000,240000,280000,Signed Lower Left,nogiven,Oil / Canvas,226,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,46.36,28.91
Femme au coin du poêle,475200,350000,450000,Stamped,1912,Oil / Canvas,230,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,50.17,46.05
Portrait de Georges Rivière,352000,300000,400000,Signed Lower Right,1880,Oil / Canvas,246,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,38.43,46.05
La Liseuse,284800,300000,400000,Stamped,1906,Oil / Canvas,261,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,18.11,27.94
Paysage avec un pont,108000,70000,90000,Inscribed and Not Signed,1903,Oil / Canvas,264,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,21.59,14.61
Au bord de la rivière,732800,180000,250000,Signed Lower Right,1890,Oil / Canvas,316,"Christie's New York, Rockefeller Center","05/05/2005
                ",sold,41.91,33.35
TETE DE FEMME,60000,50000,70000,Unsigned,nogiven,Oil / Canvas,103,Sotheby's New York,"05/04/2005
                ",sold,13.97,14.61
FEMME NUE ASSISE SE COIFFANT,0,500000,700000,Stamped,nogiven,Oil / Canvas,124,Sotheby's New York,"05/04/2005
                ",sold,24.13,36.83
DORIVAL OMME LE BOURGEOIS GETILHOMME,90000,50000,70000,Stamped,1900,Oil / Canvas,132,Sotheby's New York,"05/04/2005
                ",sold,33.02,40.97
JEUNE FILLE AU CHAPEAU,0,150000,200000,Unavailable,nogiven,Pastel / Paper,133,Sotheby's New York,"05/04/2005
                ",sold,47.63,62.87
ORANGERS ET FOND MER,329600,250000,350000,Stamped,1913,Oil / Canvas,137,Sotheby's New York,"05/04/2005
                ",sold,54.61,46.99
ANEMONES ,0,120000,180000,Signed Initials,nogiven,Oil / Canvas,140,Sotheby's New York,"05/04/2005
                ",sold,28.58,32.08
JEUNE FILLE SE PEIGNANT,604000,500000,700000,Signed,nogiven,Oil / Canvas,150,Sotheby's New York,"05/04/2005
                ",sold,37.47,46.36
GLAIEULS DANS UN VASE,1696000,1800000,2500000,Signed Lower Right,CIRC1874-75,Oil / Canvas,16,Sotheby's New York,"05/03/2005
                ",sold,60.33,73.66
PAYSAGE,1360000,700000,900000,Signed Lower Right,CIRC1881,Oil / Canvas,55,Sotheby's New York,"05/03/2005
                ",sold,57.79,46.36
JEUNE FEMME ASSISE AVEC CHAPEAU,253750,148390,222590,Signed Lower Right,1900,Oil / Canvas,425,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,35.0,25.0
ÉTUDE DE VISAGES,40070,25970,33390,Unavailable,nogiven,Oil / Canvas,426,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,7.0,20.0
"ÉTUDE DE PERSONNAGES, PAYSAGE ET FLEURS",71230,51940,64920,Unavailable,nogiven,Oil / Canvas,427,"Sotheby's London, New Bond Street","02/09/2005
                ",sold,10.0,29.0
"PORTRAIT DE JEAN RENOIR, L'ENFANT AU CERCEAU",0,1300180,1857400,Signed and Dated,1898,Oil / Canvas,43,"Sotheby's London, New Bond Street","02/08/2005
                ",sold,50.8,66.8
Baigneuse de dos,not communicated,26870,35830,Signed,nogiven,Oil / Canvas,203,"Christie's London, King Street","02/08/2005
                ",sold,7.4,9.9
Nature morte aux fraises,not communicated,44780,59710,Signed Lower Right,nogiven,Oil / Canvas,204,"Christie's London, King Street","02/08/2005
                ",sold,20.3,15.5
Clairière,not communicated,89570,119420,Signed,nogiven,Oil / Canvas,205,"Christie's London, King Street","02/08/2005
                ",sold,33.0,24.7
Paysage du Midi,not communicated,74640,104500,Signed Lower Left,nogiven,Oil / Canvas,208,"Christie's London, King Street","02/08/2005
                ",sold,32.1,19.1
Nature morte aux raisins,not communicated,149280,223920,Signed,nogiven,Oil / Canvas,217,"Christie's London, King Street","02/08/2005
                ",sold,44.8,35.0
Baigneuse assise,not communicated,104500,134350,Signed Lower Right,nogiven,Oil / Canvas,245,"Christie's London, King Street","02/08/2005
                ",sold,26.2,30.5
Paysage de Cagnes,not communicated,298560,373200,Stamped,nogiven,Oil / Canvas,246,"Christie's London, King Street","02/08/2005
                ",sold,34.5,40.0
Portrait de Henri Lerolle,not communicated,223920,373200,Signed,nogiven,Oil / Canvas,254,"Christie's London, King Street","02/08/2005
                ",sold,35.0,45.4
Les poires,not communicated,37320,52250,Stamped,nogiven,Oil / Canvas,264,"Christie's London, King Street","02/08/2005
                ",sold,22.2,16.2
La route ensoleillée,not communicated,268700,358270,Signed Lower Left,nogiven,Oil / Canvas,267,"Christie's London, King Street","02/08/2005
                ",sold,45.0,34.6
Nature morte aux citrons et oranges,not communicated,238850,328420,Signed Lower Right,1881,Oil / Canvas,9,"Christie's London, King Street","02/07/2005
                ",sold,26.4,17.5
Jeune fille au chapeau,not communicated,746400,1044960,Signed,nogiven,Oil / Canvas,14,"Christie's London, King Street","02/07/2005
                ",sold,32.6,41.3
Nu feminin en robe noire,12000,15000,20000,Inscribed and Signed,nogiven,Watercolor and pencil / Paper,107,"Christie's New York, Rockefeller Center","11/04/2004
                ",sold,33.02,50.8
Femme a la toque,670000,500000,700000,Signed,nogiven,Pastel / Paper,110,"Christie's New York, Rockefeller Center","11/04/2004
                ",sold,48.26,60.96
"La ferme des Collettes, Cagnes",459260,373200,522480,Signed Lower Left,1910,Oil / Canvas,108,"Christie's London, King Street","06/23/2004
                ",sold,54.6,41.3
Les néfliers,409100,373200,522480,Signed Lower Left,nogiven,Oil / Canvas,133,"Christie's London, King Street","06/23/2004
                ",sold,55.0,46.0
LA FORET DE MARLY,1408000,700000,900000,Signed Lower Right,1895,Oil / Canvas,11,Sotheby's New York,"05/05/2004
                ",sold,21.5,25.75
LISEUSE,1296000,1000000,1500000,Signed and Dated,1877,Oil / Canvas,14,Sotheby's New York,"05/05/2004
                ",sold,32.5,41.3
Cabanon et l'olivier,62850,46310,52920,Signed,1889,Watercolor / Paper,304,"Christie's London, King Street","02/05/2004
                ",sold,24.0,20.0
"VUE DE PRISE DES COLLETTES, CAGNES",524850,275660,367540,Signed Lower Right,1910-11,Oil / Canvas,208,"Sotheby's London, New Bond Street","02/04/2004
                ",sold,46.0,28.0
JEUNE FEMME DEBOUT,88210,45940,64320,Signed,1895,Oil / Canvas,214,"Sotheby's London, New Bond Street","02/04/2004
                ",sold,23.0,34.5
Vue du port des Martigues,14890,16540,24810,Unavailable,1888,Watercolor and pencil / Paper,404,"Sotheby's London, New Bond Street","02/04/2004
                ",sold,16.0,20.0
Femme nue se coiffant,430010,330780,496170,Signed,nogiven,Pastel / Paper,35,"Sotheby's London, New Bond Street","02/03/2004
                ",sold,47.0,61.0
Portrait of a lady,176630,176630,220790,Signed,nogiven,Pastel / Paper,35,"Ketterer Kunst, Munich","12/05/2003
                ",sold,41.0,48.0
Peches,55930,0,0,Signed,nogiven,Watercolor / Paper,214,"Tajan, Paris","11/06/2003
                ",sold,30.0,16.0
Bord de mer Mediterranean,30600,19850,24810,Signed Initials,nogiven,Watercolor and ink / Paper,4,"Sotheby's London, New Bond Street","10/21/2003
                ",sold,24.0,13.0
Bord de mer Mediterraneen,25760,22080,29440,Signed Initials,nogiven,Watercolor / Paper,18,Piasa,"06/20/2003
                ",sold,25.0,13.0
DANS LES ROSES ,23528000,20000000,30000000,Signed and Dated,82,Oil / Canvas,18,Sotheby's New York,"05/06/2003
                ",sold,81.28,99.7
"Nana, Pauline et les autres",157120,49620,82700,Signed,1877,Watercolor and pencil / Paper,5,Bonhams Bond Street,"02/03/2003
                ",sold,43.0,29.0
Paysage de Cagnes,20000,15000,20000,Signed Initials,1896,Watercolor / Paper,158,"Christie's New York, Rockefeller Center","11/07/2002
                ",sold,20.32,17.78
Paysage a essoyes,52920,36390,46310,Signed,nogiven,Watercolor / Paper,104,"Sotheby's London, New Bond Street","10/22/2002
                ",sold,24.0,14.0
Etude pour le portrait d'une jeune fille,6000,3000,5000,Unavailable,nogiven,Gouache,503,"Christie's New York, Rockefeller Center","09/26/2002
                ",sold,10.16,15.24
Le repos: deux jeunes femmes assises sur l'herbe,103030,103030,132470,Signed,1893,Watercolor and pencil / Paper,9,Grisebach,"06/07/2002
                ",sold,31.0,24.0
Jeune fille au corset bleu - Portrait de Jeanne Samary,320000,350000,450000,Signed,nogiven,Pastel / Paper on board,409,"Christie's New York, Rockefeller Center","11/07/2001
                ",sold,44.0,61.0
Marie Louise Durand-Ruel,463090,413480,578870,Signed and Dated,1898,Pastel / Paper,421,"Christie's London, King Street","06/28/2001
                ",sold,37.0,44.0
Buste de femme,360000,320000,380000,Signed,nogiven,Pastel / Paper,107,"Christie's New York, Rockefeller Center","05/10/2001
                ",sold,38.1,45.72
Bouquet de roses au vase bleu,550000,600000,800000,Inscribed and Signed,1892,Oil / Panel,241,Sotheby's New York,"05/10/2001
                ",sold,39.0,66.0
Tête d'enfant,1546000,500000,700000,Signed Lower Right,nogiven,Oil / Canvas,10,"Christie's New York, Rockefeller Center","11/08/2000
                ",sold,23.5,30.48
Etude de femme,1200000,900000,1200000,Signed,nogiven,Pastel / Paper on board,14,"Christie's New York, Rockefeller Center","11/08/2000
                ",sold,45.72,60.96
Jeune fille assise en costume orientale,5726000,6000000,8000000,Signed,1905,Oil / Canvas,15,"Christie's New York, Rockefeller Center","11/08/2000
                ",sold,65.41,80.98
Portrait de Pierre Renoir en costume marin,1766000,800000,1000000,Signed Lower Right,1890,Oil / Canvas,24,"Christie's New York, Rockefeller Center","11/08/2000
                ",sold,32.39,41.28
Baigneuses,42240,0,0,Signed Initials,nogiven,Watercolor / Paper,220,Piasa,"06/15/2000
                ",sold,49.0,30.0
Paysage de midi,110000,40000,60000,Signed Initials,1888,Watercolor and pencil / Paper,306,"Christie's New York, Rockefeller Center","05/09/2000
                ",sold,30.48,30.48
"Les pins, paysage mediterraneen",30000,24000,28000,Unavailable,nogiven,Watercolor / Paper,315,"Christie's New York, Rockefeller Center","05/09/2000
                ",sold,20.32,12.7
La conversation,99230,82700,115770,Signed Initials,nogiven,Pastel / Paper,513,"Christie's London, King Street","12/09/1999
                ",sold,48.0,59.0
A la fontaine,33080,33080,49620,Signed,nogiven,Pastel / Paper,15,Phillips de Pury & Co. (see Phillips),"12/07/1999
                ",sold,30.0,43.0
Paysage de Guernsey,39600,39600,46200,Stamped,nogiven,Watercolor / Paper,16,Cornette De Saint Cyr,"06/17/1999
                ",sold,29.0,21.0
